ID,designation_header,strain_number_header,is_type_strain_header,species,genus
173714,,"CRBIP3.2011, BMG 1.125",0,"Lysinibacillus sphaericus",Lysinibacillus
174096,Q,CRBIP3.5709,0,"Lysinibacillus sphaericus",Lysinibacillus
173970,210286.2,CRBIP3.459,0,"Lysinibacillus sphaericus",Lysinibacillus
173877,1895,CRBIP3.385,0,"Lysinibacillus sphaericus",Lysinibacillus
173746,"COK 1",CRBIP3.2524,0,"Lysinibacillus sphaericus",Lysinibacillus
174128,29.0123,CRBIP3.604,0,"Lysinibacillus sphaericus",Lysinibacillus
174002,"LFB 909",CRBIP3.4740,0,"Lysinibacillus sphaericus",Lysinibacillus
173653,,"CRBIP3.1573, ATCC 12300",0,"Lysinibacillus sphaericus",Lysinibacillus
173778,143.1122,CRBIP3.284,0,"Lysinibacillus sphaericus",Lysinibacillus
173909,,"CRBIP3.3929, ICM 2",0,"Lysinibacillus sphaericus",Lysinibacillus
174034,"M7.1 BS",CRBIP3.4850,0,"Lysinibacillus sphaericus",Lysinibacillus
174160,432.0305,CRBIP3.785,0,"Lysinibacillus sphaericus",Lysinibacillus
173810,"Guyane 1b",CRBIP3.3098,0,"Lysinibacillus sphaericus",Lysinibacillus
173685,"B 81",CRBIP3.1726,0,"Lysinibacillus sphaericus",Lysinibacillus
174066,O3,CRBIP3.5212,0,"Lysinibacillus sphaericus",Lysinibacillus
173941,JI21,CRBIP3.4322,0,"Lysinibacillus sphaericus",Lysinibacillus
173843,181,CRBIP3.367,0,"Lysinibacillus sphaericus",Lysinibacillus
173717,127.0133,CRBIP3.203,0,"Lysinibacillus sphaericus",Lysinibacillus
174094,27.0202,CRBIP3.568,0,"Lysinibacillus sphaericus",Lysinibacillus
173973,2117-2,CRBIP3.461,0,"Lysinibacillus sphaericus",Lysinibacillus
173875,1893,CRBIP3.383,0,"Lysinibacillus sphaericus",Lysinibacillus
173749,"COK 28",CRBIP3.2527,0,"Lysinibacillus sphaericus",Lysinibacillus
174126,"UJ 5",CRBIP3.6019,0,"Lysinibacillus sphaericus",Lysinibacillus
174005,"LFB 917",CRBIP3.4743,0,"Lysinibacillus sphaericus",Lysinibacillus
173651,"AL 2",CRBIP3.1483,0,"Lysinibacillus sphaericus",Lysinibacillus
173880,"I gur",CRBIP3.3889,0,"Lysinibacillus sphaericus",Lysinibacillus
173722,103,CRBIP3.21,0,"Lysinibacillus sphaericus",Lysinibacillus
174131,"YBS 50A",CRBIP3.6114,0,"Lysinibacillus sphaericus",Lysinibacillus
173978,2173,CRBIP3.464,0,"Lysinibacillus sphaericus",Lysinibacillus
173656,,"CRBIP3.1591, ATCC 4978",0,"Lysinibacillus sphaericus",Lysinibacillus
173754,13S1.2,CRBIP3.254,0,"Lysinibacillus sphaericus",Lysinibacillus
173912,"IMR 11",CRBIP3.3947,0,"Lysinibacillus sphaericus",Lysinibacillus
174010,"LFB 925",CRBIP3.4749,0,"Lysinibacillus sphaericus",Lysinibacillus
174163,46,CRBIP3.797,0,"Lysinibacillus sphaericus",Lysinibacillus
173786,"FLA 25",CRBIP3.2974,0,"Lysinibacillus sphaericus",Lysinibacillus
173688,"B 85",CRBIP3.1730,0,"Lysinibacillus sphaericus",Lysinibacillus
174042,2317-3,CRBIP3.506,0,"Lysinibacillus sphaericus",Lysinibacillus
173944,"JL 72",CRBIP3.4327,0,"Lysinibacillus sphaericus",Lysinibacillus
173818,"Guyane 24",CRBIP3.3113,0,"Lysinibacillus sphaericus",Lysinibacillus
173720,,"CRBIP3.2070, BMG 1.477",0,"Lysinibacillus sphaericus",Lysinibacillus
174074,2533-K1,CRBIP3.541,0,"Lysinibacillus sphaericus",Lysinibacillus
173976,"LFB 148",CRBIP3.4637,0,"Lysinibacillus sphaericus",Lysinibacillus
173851,1883,CRBIP3.371,0,"Lysinibacillus sphaericus",Lysinibacillus
173752,"COK 31",CRBIP3.2530,0,"Lysinibacillus sphaericus",Lysinibacillus
174008,"LFB 921",CRBIP3.4747,0,"Lysinibacillus sphaericus",Lysinibacillus
173784,,"CRBIP3.2950, ESC 8",0,"Lysinibacillus sphaericus",Lysinibacillus
173686,"B 82",CRBIP3.1727,0,"Lysinibacillus sphaericus",Lysinibacillus
174040,2314-2,CRBIP3.504,0,"Lysinibacillus sphaericus",Lysinibacillus
173942,JI42,CRBIP3.4323,0,"Lysinibacillus sphaericus",Lysinibacillus
173816,"Guyane 22b",CRBIP3.3104,0,"Lysinibacillus sphaericus",Lysinibacillus
173718,,"CRBIP3.2031, BMG 1.242",0,"Lysinibacillus sphaericus",Lysinibacillus
174072,98,CRBIP3.54,0,"Lysinibacillus sphaericus",Lysinibacillus
173974,2118,CRBIP3.462,0,"Lysinibacillus sphaericus",Lysinibacillus
173849,,"CRBIP3.3708, Her 40",0,"Lysinibacillus sphaericus",Lysinibacillus
173750,"COK 28 pk",CRBIP3.2528,0,"Lysinibacillus sphaericus",Lysinibacillus
174100,"S 60",CRBIP3.5797,0,"Lysinibacillus sphaericus",Lysinibacillus
174006,"LFB 918",CRBIP3.4744,0,"Lysinibacillus sphaericus",Lysinibacillus
173625,82.0608,CRBIP3.1056,0,"Lysinibacillus sphaericus",Lysinibacillus
173782,112,CRBIP3.29,0,"Lysinibacillus sphaericus",Lysinibacillus
173881,"IAB 1523",CRBIP3.3892,0,"Lysinibacillus sphaericus",Lysinibacillus
174038,,"CRBIP3.4959, Mu B",0,"Lysinibacillus sphaericus",Lysinibacillus
174132,"YBS 38B",CRBIP3.6115,0,"Lysinibacillus sphaericus",Lysinibacillus
173814,"Guyane 20a",CRBIP3.3101,0,"Lysinibacillus sphaericus",Lysinibacillus
173657,"Ayuthaya 4",CRBIP3.1603,0,"Lysinibacillus sphaericus",Lysinibacillus
174070,2500,CRBIP3.537,0,"Lysinibacillus sphaericus",Lysinibacillus
173913,"IMR 12",CRBIP3.3948,0,"Lysinibacillus sphaericus",Lysinibacillus
173847,,"CRBIP3.3706, Her 36",0,"Lysinibacillus sphaericus",Lysinibacillus
174164,467.0209,CRBIP3.803,0,"Lysinibacillus sphaericus",Lysinibacillus
174098,"R IIIp",CRBIP3.5734,0,"Lysinibacillus sphaericus",Lysinibacillus
173689,"B 86",CRBIP3.1731,0,"Lysinibacillus sphaericus",Lysinibacillus
173623,79.0102,CRBIP3.1026,0,"Lysinibacillus sphaericus",Lysinibacillus
173945,JMH,CRBIP3.4328,0,"Lysinibacillus sphaericus",Lysinibacillus
173879,"I Bor",CRBIP3.3888,0,"Lysinibacillus sphaericus",Lysinibacillus
173721,BO121,CRBIP3.2079,0,"Lysinibacillus sphaericus",Lysinibacillus
174130,,"CRBIP3.6076, VCRC B381",0,"Lysinibacillus sphaericus",Lysinibacillus
173977,"LFB 60C",CRBIP3.4638,0,"Lysinibacillus sphaericus",Lysinibacillus
173655,12,CRBIP3.159,0,"Lysinibacillus sphaericus",Lysinibacillus
173753,"COK 34",CRBIP3.2531,0,"Lysinibacillus sphaericus",Lysinibacillus
173911,"IMR 10",CRBIP3.3944,0,"Lysinibacillus sphaericus",Lysinibacillus
174009,"LFB 923",CRBIP3.4748,0,"Lysinibacillus sphaericus",Lysinibacillus
174162,432.0610,CRBIP3.788,0,"Lysinibacillus sphaericus",Lysinibacillus
173785,"FLA 13",CRBIP3.2971,0,"Lysinibacillus sphaericus",Lysinibacillus
173687,"B 83",CRBIP3.1728,0,"Lysinibacillus sphaericus",Lysinibacillus
174041,2315,CRBIP3.505,0,"Lysinibacillus sphaericus",Lysinibacillus
173943,"JL 61",CRBIP3.4326,0,"Lysinibacillus sphaericus",Lysinibacillus
173817,"Guyane 22e",CRBIP3.3107,0,"Lysinibacillus sphaericus",Lysinibacillus
173719,,"CRBIP3.2066, BMG 1.435",0,"Lysinibacillus sphaericus",Lysinibacillus
174073,2532,CRBIP3.540,0,"Lysinibacillus sphaericus",Lysinibacillus
173975,"LFB 022",CRBIP3.4625,0,"Lysinibacillus sphaericus",Lysinibacillus
173850,,"CRBIP3.3709, Her 44",0,"Lysinibacillus sphaericus",Lysinibacillus
173751,"COK 29",CRBIP3.2529,0,"Lysinibacillus sphaericus",Lysinibacillus
174101,"S 926",CRBIP3.5806,0,"Lysinibacillus sphaericus",Lysinibacillus
174007,"LFB 919",CRBIP3.4745,0,"Lysinibacillus sphaericus",Lysinibacillus
173626,8301,CRBIP3.1057,0,"Lysinibacillus sphaericus",Lysinibacillus
173783,,"CRBIP3.2949, ESC 5",0,"Lysinibacillus sphaericus",Lysinibacillus
173882,"IAB 1527",CRBIP3.3893,0,"Lysinibacillus sphaericus",Lysinibacillus
174039,89,CRBIP3.50,0,"Lysinibacillus sphaericus",Lysinibacillus
174133,YBS-41A,CRBIP3.6116,0,"Lysinibacillus sphaericus",Lysinibacillus
173815,"Guyane 20b",CRBIP3.3102,0,"Lysinibacillus sphaericus",Lysinibacillus
173658,"Ayuthaya 7",CRBIP3.1604,0,"Lysinibacillus sphaericus",Lysinibacillus
174071,2501,CRBIP3.538,0,"Lysinibacillus sphaericus",Lysinibacillus
173914,19,CRBIP3.395,0,"Lysinibacillus sphaericus",Lysinibacillus
173848,,"CRBIP3.3707, Her 38",0,"Lysinibacillus sphaericus",Lysinibacillus
174165,100,CRBIP3.81,0,"Lysinibacillus sphaericus",Lysinibacillus
174099,,"CRBIP3.5748, Rag 6B",0,"Lysinibacillus sphaericus",Lysinibacillus
173690,"B 90",CRBIP3.1735,0,"Lysinibacillus sphaericus",Lysinibacillus
173624,81,CRBIP3.1053,0,"Lysinibacillus sphaericus",Lysinibacillus
173946,"Jo 1",CRBIP3.4329,0,"Lysinibacillus sphaericus",Lysinibacillus
173820,"Guyane 42a",CRBIP3.3137,0,"Lysinibacillus sphaericus",Lysinibacillus
173663,"B 199",CRBIP3.1659,0,"Lysinibacillus sphaericus",Lysinibacillus
174076,"26 BUL",CRBIP3.545,0,"Lysinibacillus sphaericus",Lysinibacillus
173919,"IMR 6",CRBIP3.4001,0,"Lysinibacillus sphaericus",Lysinibacillus
173853,,"CRBIP3.3711, Her 46",0,"Lysinibacillus sphaericus",Lysinibacillus
174170,6,CRBIP3.926,0,"Lysinibacillus sphaericus",Lysinibacillus
174104,"SL 42",CRBIP3.5878,0,"Lysinibacillus sphaericus",Lysinibacillus
173695,"Bake 5",CRBIP3.1852,0,"Lysinibacillus sphaericus",Lysinibacillus
173629,"86 b",CRBIP3.1064,0,"Lysinibacillus sphaericus",Lysinibacillus
173951,"K 12-5",CRBIP3.4346,0,"Lysinibacillus sphaericus",Lysinibacillus
173885,"IAB 460",CRBIP3.3900,0,"Lysinibacillus sphaericus",Lysinibacillus
173727,Bs2,CRBIP3.2153,0,"Lysinibacillus sphaericus",Lysinibacillus
174136,290-16,CRBIP3.613,0,"Lysinibacillus sphaericus",Lysinibacillus
173983,"LFB 132",CRBIP3.4718,0,"Lysinibacillus sphaericus",Lysinibacillus
173661,"B 196",CRBIP3.1656,0,"Lysinibacillus sphaericus",Lysinibacillus
173917,"IMR 58.1S",CRBIP3.3999,0,"Lysinibacillus sphaericus",Lysinibacillus
174168,507,CRBIP3.834,0,"Lysinibacillus sphaericus",Lysinibacillus
174102,S231,CRBIP3.5816,0,"Lysinibacillus sphaericus",Lysinibacillus
173693,"Bake 3",CRBIP3.1850,0,"Lysinibacillus sphaericus",Lysinibacillus
173627,"85 a",CRBIP3.1062,0,"Lysinibacillus sphaericus",Lysinibacillus
173949,"Jo 51",CRBIP3.4341,0,"Lysinibacillus sphaericus",Lysinibacillus
173883,"IAB 1566",CRBIP3.3894,0,"Lysinibacillus sphaericus",Lysinibacillus
173725,Bs-138,CRBIP3.2151,0,"Lysinibacillus sphaericus",Lysinibacillus
174134,YBS-726,CRBIP3.6117,0,"Lysinibacillus sphaericus",Lysinibacillus
173981,72,CRBIP3.47,0,"Lysinibacillus sphaericus",Lysinibacillus
173659,"B 192",CRBIP3.1652,0,"Lysinibacillus sphaericus",Lysinibacillus
173757,"D 1216",CRBIP3.2549,0,"Lysinibacillus sphaericus",Lysinibacillus
173915,"IMR 4",CRBIP3.3977,0,"Lysinibacillus sphaericus",Lysinibacillus
174013,"LM 4176",CRBIP3.4767,0,"Lysinibacillus sphaericus",Lysinibacillus
174166,4a1,CRBIP3.818,0,"Lysinibacillus sphaericus",Lysinibacillus
173789,"FLA 39",CRBIP3.2978,0,"Lysinibacillus sphaericus",Lysinibacillus
173691,100,CRBIP3.18,0,"Lysinibacillus sphaericus",Lysinibacillus
174045,,"CRBIP3.5152, NRS 1184",0,"Lysinibacillus sphaericus",Lysinibacillus
173947,"Jo 14",CRBIP3.4331,0,"Lysinibacillus sphaericus",Lysinibacillus
173821,"Guyane 42b",CRBIP3.3138,0,"Lysinibacillus sphaericus",Lysinibacillus
173723,Bs1,CRBIP3.2149,0,"Lysinibacillus sphaericus",Lysinibacillus
174077,2601,CRBIP3.547,0,"Lysinibacillus sphaericus",Lysinibacillus
173979,"LFB 924",CRBIP3.4670,0,"Lysinibacillus sphaericus",Lysinibacillus
173854,,"CRBIP3.3712, Her 51",0,"Lysinibacillus sphaericus",Lysinibacillus
173755,"Cu 4",CRBIP3.2544,0,"Lysinibacillus sphaericus",Lysinibacillus
174105,,"CRBIP3.5901, Sph 14",0,"Lysinibacillus sphaericus",Lysinibacillus
174011,"LFB FIOCRUZ 711",CRBIP3.4751,0,"Lysinibacillus sphaericus",Lysinibacillus
173630,"88 b",CRBIP3.1068,0,"Lysinibacillus sphaericus",Lysinibacillus
173787,"FLA 26",CRBIP3.2975,0,"Lysinibacillus sphaericus",Lysinibacillus
173886,"IAB 467",CRBIP3.3901,0,"Lysinibacillus sphaericus",Lysinibacillus
174043,NHA15b,CRBIP3.5104,0,"Lysinibacillus sphaericus",Lysinibacillus
174137,290-19,CRBIP3.614,0,"Lysinibacillus sphaericus",Lysinibacillus
173819,"Guyane 30c",CRBIP3.3123,0,"Lysinibacillus sphaericus",Lysinibacillus
173662,"B 197",CRBIP3.1657,0,"Lysinibacillus sphaericus",Lysinibacillus
174075,2533-K2,CRBIP3.542,0,"Lysinibacillus sphaericus",Lysinibacillus
173918,66,CRBIP3.40,0,"Lysinibacillus sphaericus",Lysinibacillus
173852,,"CRBIP3.3710, Her 45",0,"Lysinibacillus sphaericus",Lysinibacillus
174169,520B,CRBIP3.883,0,"Lysinibacillus sphaericus",Lysinibacillus
174103,"Sidor 3p",CRBIP3.5869,0,"Lysinibacillus sphaericus",Lysinibacillus
173694,"Bake 4",CRBIP3.1851,0,"Lysinibacillus sphaericus",Lysinibacillus
173628,"85 b",CRBIP3.1063,0,"Lysinibacillus sphaericus",Lysinibacillus
173950,K,CRBIP3.4345,0,"Lysinibacillus sphaericus",Lysinibacillus
173884,65,CRBIP3.39,0,"Lysinibacillus sphaericus",Lysinibacillus
173726,BS-197,CRBIP3.2152,0,"Lysinibacillus sphaericus",Lysinibacillus
174135,290-12,CRBIP3.612,0,"Lysinibacillus sphaericus",Lysinibacillus
173982,"LFB 1064",CRBIP3.4701,0,"Lysinibacillus sphaericus",Lysinibacillus
173660,"B 193",CRBIP3.1653,0,"Lysinibacillus sphaericus",Lysinibacillus
173758,13S2,CRBIP3.255,0,"Lysinibacillus sphaericus",Lysinibacillus
173916,"IMR 57.1S",CRBIP3.3997,0,"Lysinibacillus sphaericus",Lysinibacillus
174014,"LM 4278",CRBIP3.4768,0,"Lysinibacillus sphaericus",Lysinibacillus
174167,4b1,CRBIP3.821,0,"Lysinibacillus sphaericus",Lysinibacillus
173790,"FLA 46",CRBIP3.2979,0,"Lysinibacillus sphaericus",Lysinibacillus
173692,"Bake 1",CRBIP3.1848,0,"Lysinibacillus sphaericus",Lysinibacillus
174046,,"CRBIP3.5153, NRS 1191",0,"Lysinibacillus sphaericus",Lysinibacillus
173948,"Jo 43",CRBIP3.4338,0,"Lysinibacillus sphaericus",Lysinibacillus
173822,"Guyane 42d",CRBIP3.3140,0,"Lysinibacillus sphaericus",Lysinibacillus
173724,BS-122,CRBIP3.2150,0,"Lysinibacillus sphaericus",Lysinibacillus
174078,2602,CRBIP3.548,0,"Lysinibacillus sphaericus",Lysinibacillus
173980,"LFB 926",CRBIP3.4671,0,"Lysinibacillus sphaericus",Lysinibacillus
173855,,"CRBIP3.3713, Her 63",0,"Lysinibacillus sphaericus",Lysinibacillus
173756,"Cu 6",CRBIP3.2545,0,"Lysinibacillus sphaericus",Lysinibacillus
174106,,"CRBIP3.5902, Sph 17",0,"Lysinibacillus sphaericus",Lysinibacillus
174012,"LM 2799",CRBIP3.4764,0,"Lysinibacillus sphaericus",Lysinibacillus
173631,"89 b",CRBIP3.1071,0,"Lysinibacillus sphaericus",Lysinibacillus
173788,"FLA 35",CRBIP3.2976,0,"Lysinibacillus sphaericus",Lysinibacillus
173887,"IAB 471",CRBIP3.3902,0,"Lysinibacillus sphaericus",Lysinibacillus
174044,2362,CRBIP3.512,0,"Lysinibacillus sphaericus",Lysinibacillus
174138,"290-8 «2362»",CRBIP3.6148,0,"Lysinibacillus sphaericus",Lysinibacillus
173793,"FLA 78",CRBIP3.2982,0,"Lysinibacillus sphaericus",Lysinibacillus
174049,,"CRBIP3.5156, NRS 1194",0,"Lysinibacillus sphaericus",Lysinibacillus
173825,"Guyane 7",CRBIP3.3150,0,"Lysinibacillus sphaericus",Lysinibacillus
174081,2627,CRBIP3.551,0,"Lysinibacillus sphaericus",Lysinibacillus
173858,,"CRBIP3.3716, Her 36",0,"Lysinibacillus sphaericus",Lysinibacillus
174109,"SS II-1, WHO/CCB 1321-1",CRBIP3.5914,0,"Lysinibacillus sphaericus",Lysinibacillus
173634,89.1017,CRBIP3.1074,0,"Lysinibacillus sphaericus",Lysinibacillus
173759,"D 1413",CRBIP3.2550,0,"Lysinibacillus sphaericus",Lysinibacillus
173890,"IAB 482.1",CRBIP3.3906,0,"Lysinibacillus sphaericus",Lysinibacillus
174015,,CRBIP3.4774,0,"Lysinibacillus sphaericus",Lysinibacillus
174141,2c,CRBIP3.634,0,"Lysinibacillus sphaericus",Lysinibacillus
173791,"FLA 75",CRBIP3.2980,0,"Lysinibacillus sphaericus",Lysinibacillus
173666,20.0211b,CRBIP3.167,0,"Lysinibacillus sphaericus",Lysinibacillus
174047,,"CRBIP3.5154, NRS 1192",0,"Lysinibacillus sphaericus",Lysinibacillus
173922,"IMR 66.1S",CRBIP3.4010,0,"Lysinibacillus sphaericus",Lysinibacillus
173823,"Guyane 5a",CRBIP3.3141,0,"Lysinibacillus sphaericus",Lysinibacillus
173698,101,CRBIP3.19,0,"Lysinibacillus sphaericus",Lysinibacillus
174079,99,CRBIP3.55,0,"Lysinibacillus sphaericus",Lysinibacillus
173954,"K 8908",CRBIP3.4362,0,"Lysinibacillus sphaericus",Lysinibacillus
173856,,"CRBIP3.3714, Her 74",0,"Lysinibacillus sphaericus",Lysinibacillus
173730,BS-H-55,CRBIP3.2156,0,"Lysinibacillus sphaericus",Lysinibacillus
174107,,"CRBIP3.5903, Sph 19",0,"Lysinibacillus sphaericus",Lysinibacillus
173986,"LFB 235",CRBIP3.4720,0,"Lysinibacillus sphaericus",Lysinibacillus
173632,89.1014,CRBIP3.1072,0,"Lysinibacillus sphaericus",Lysinibacillus
173762,"D 2311",CRBIP3.2553,0,"Lysinibacillus sphaericus",Lysinibacillus
173888,"IAB 477-2",CRBIP3.3904,0,"Lysinibacillus sphaericus",Lysinibacillus
174018,LP14-8,CRBIP3.4797,0,"Lysinibacillus sphaericus",Lysinibacillus
174139,290-20,CRBIP3.615,0,"Lysinibacillus sphaericus",Lysinibacillus
173794,"FLA 89",CRBIP3.2983,0,"Lysinibacillus sphaericus",Lysinibacillus
173664,"B 200",CRBIP3.1663,0,"Lysinibacillus sphaericus",Lysinibacillus
174050,,"CRBIP3.5157, NRS 1196",0,"Lysinibacillus sphaericus",Lysinibacillus
173920,"IMR 62.1S",CRBIP3.4004,0,"Lysinibacillus sphaericus",Lysinibacillus
173826,"Guyane 70",CRBIP3.3151,0,"Lysinibacillus sphaericus",Lysinibacillus
173696,"Bake 6",CRBIP3.1853,0,"Lysinibacillus sphaericus",Lysinibacillus
174082,2628,CRBIP3.552,0,"Lysinibacillus sphaericus",Lysinibacillus
173952,"K 20-11",CRBIP3.4349,0,"Lysinibacillus sphaericus",Lysinibacillus
173728,"BSE 18",CRBIP3.2154,0,"Lysinibacillus sphaericus",Lysinibacillus
173984,"LFB 198",CRBIP3.4719,0,"Lysinibacillus sphaericus",Lysinibacillus
173760,"D 1450",CRBIP3.2551,0,"Lysinibacillus sphaericus",Lysinibacillus
174016,LOI11b,CRBIP3.4791,0,"Lysinibacillus sphaericus",Lysinibacillus
173792,"FLA 76",CRBIP3.2981,0,"Lysinibacillus sphaericus",Lysinibacillus
174048,,"CRBIP3.5155, NRS 1192",0,"Lysinibacillus sphaericus",Lysinibacillus
173824,"Guyane 5b Bs",CRBIP3.3143,0,"Lysinibacillus sphaericus",Lysinibacillus
174080,2626,CRBIP3.550,0,"Lysinibacillus sphaericus",Lysinibacillus
173857,,"CRBIP3.3715, Her 76",0,"Lysinibacillus sphaericus",Lysinibacillus
174108,Spherix,CRBIP3.5908,0,"Lysinibacillus sphaericus",Lysinibacillus
173633,89.1016,CRBIP3.1073,0,"Lysinibacillus sphaericus",Lysinibacillus
173889,"IAB 481",CRBIP3.3905,0,"Lysinibacillus sphaericus",Lysinibacillus
174140,290-8,CRBIP3.616,0,"Lysinibacillus sphaericus",Lysinibacillus
173665,"B 31",CRBIP3.1669,0,"Lysinibacillus sphaericus",Lysinibacillus
173921,"IMR 63.1S",CRBIP3.4006,0,"Lysinibacillus sphaericus",Lysinibacillus
173697,"Bake 7",CRBIP3.1854,0,"Lysinibacillus sphaericus",Lysinibacillus
173953,"K 6-3",CRBIP3.4351,0,"Lysinibacillus sphaericus",Lysinibacillus
173729,BS-H-51,CRBIP3.2155,0,"Lysinibacillus sphaericus",Lysinibacillus
173985,21S4,CRBIP3.472,0,"Lysinibacillus sphaericus",Lysinibacillus
173761,"D 1693",CRBIP3.2552,0,"Lysinibacillus sphaericus",Lysinibacillus
