ID,designation_header,strain_number_header,is_type_strain_header,species,genus
13291,,"DSM 44150, ATCC 39922, IFO 15152, NBRC 15152, JCM 9107, IMSNU 21347, KCTC 9363, NRRL B-24462",1,"Kibdelosporangium aridum subsp. largum",Kibdelosporangium
132398,"F-240,109","DSM 46670, LMG 28181",1,"Kibdelosporangium banguiense",Kibdelosporangium
140582,K08-0175,"DSM 103925, TBRC 6786, NBRC 112388",1,"Kibdelosporangium kanagawaense",Kibdelosporangium
132225,,"DSM 102252, KCTC 29675, MCCC 1K00430, XMU 506, JCM 31486",1,"Kibdelosporangium lantanae",Kibdelosporangium
133307,"KC 266","KCTC 39719, CCTCC AA 2016002",1,"Kibdelosporangium metalli",Kibdelosporangium
160543,4NS15,"DSM 110728, NCCB 100701, CIP 111705",1,"Kibdelosporangium persicum",Kibdelosporangium
13292,A80407,"DSM 44226, ATCC 49844, NRRL 18198, JCM 9918, IFO 14839, IFO 15154, KCTC 9838, NBRC 14839, NBRC 15154, NCIMB 13200",1,"Kibdelosporangium philippinense",Kibdelosporangium
132134,,"DSM 104448, CCTCC AA 2010001, KCTC 19775, KLBMP 1111, JCM 31487",1,"Kibdelosporangium phytohabitans",Kibdelosporangium
140583,K10-0543,"NBRC 112389, TBRC 6787, DSM 103926",1,"Kibdelosporangium rhizosphaerae",Kibdelosporangium
140584,K12-0791,"DSM 103985, TBRC 6788, NBRC 112390",1,"Kibdelosporangium rhizovicinum",Kibdelosporangium
140549,soj2014,"KCTC 42186, JCM 30386",1,"Kiloniella antarctica",Kiloniella
17694,LD81,"DSM 19542, JCM 14845, NCIMB 14374",1,"Kiloniella laminariae",Kiloniella
168757,M56.1,"CECT 9195, LMG 29925",1,"Kiloniella majae",Kiloniella
162674,,"JCM 19930, KCCM 43040",1,"Kiloniella spongiae",Kiloniella
161357,,"JCM 13414, KCCM 42262",0,"Kiloninella sp.",Kiloninella
166142,F02,"KCTC 52616, MCCC 1H00224",1,"Kineobactrum sediminis",Kineobactrum
6316,"RA 333","DSM 7487, ATCC 51238, IFO 15268, NBRC 15268, CCUG 44589, CIP 105426, JCM 10180, CCM 4366, NCFB 3013, NCIMB 13309, VKM Ac-1947",1,"Kineococcus aurantiacus",Kineococcus
158283,,"DSM 102158, KCTC 39739, YIM 121940",1,"Kineococcus aureolus",Kineococcus
164075,,"JCM 31488, KCTC 19886, NBRC 108674",1,"Kineococcus endophyticus",Kineococcus
6320,,"DSM 26692, CCTCC AA 209075, JCM 18126, YIM 75677, NBRC 111526",1,"Kineococcus glutinatus",Kineococcus
134344,KKD096,"TISTR 1856, NRRL B-24568, BCC 26245, NBRC 103943, JCM 15972, KACC 14421",1,"Kineococcus gynurae",Kineococcus
131474,,"DSM 27627, CCTCC AA 2013232, KCTC 39765, YIM 121300, JCM 31746, CCTCC AB 2013232",1,"Kineococcus gypseus",Kineococcus
160125,T90,"DSM 110026",0,"Kineococcus indalonis",Kineococcus
140890,L2-1-L1,"BCC 75409, NBRC 110933",1,"Kineococcus mangrovi",Kineococcus
6317,"SRS30216, SRS 30216","DSM 14245, ATCC BAA-149, JCM 12686, CIP 107704, NBRC 101839",1,"Kineococcus radiotolerans",Kineococcus
6318,RP-B16,"DSM 19711, JCM 16541, KCTC 19366",1,"Kineococcus rhizosphaerae",Kineococcus
160322,B12,"DSM 110506, NRRL B-65556",1,"Kineococcus rubinsiae",Kineococcus
160323,T28,"DSM 110025",0,"Kineococcus siccus",Kineococcus
103041,ST000621(HKI),,0,"Kineococcus sp.",Kineococcus
103042,ST000627(HKI),,0,"Kineococcus sp.",Kineococcus
103043,ST000645(HKI),,0,"Kineococcus sp.",Kineococcus
103044,ST000659(HKI),,0,"Kineococcus sp.",Kineococcus
103045,ST000662(HKI),,0,"Kineococcus sp.",Kineococcus
103046,ST000664(HKI),,0,"Kineococcus sp.",Kineococcus
103047,ST000674(HKI),,0,"Kineococcus sp.",Kineococcus
103048,ST000660(HKI),,0,"Kineococcus sp.",Kineococcus
103049,ST000663(HKI),,0,"Kineococcus sp.",Kineococcus
103050,ST000641(HKI),,0,"Kineococcus sp.",Kineococcus
103051,ST000608(HKI),,0,"Kineococcus sp.",Kineococcus
103052,ST000609(HKI),,0,"Kineococcus sp.",Kineococcus
103053,ST000611(HKI),,0,"Kineococcus sp.",Kineococcus
103054,ST000613(HKI),,0,"Kineococcus sp.",Kineococcus
103055,ST000616(HKI),,0,"Kineococcus sp.",Kineococcus
103056,ST000618(HKI),,0,"Kineococcus sp.",Kineococcus
158284,,"DSM 102155, KCTC 39738, YIM 121936",1,"Kineococcus terrestris",Kineococcus
160324,T13,"DSM 110024",0,"Kineococcus vitellinus",Kineococcus
6319,S2-20,"DSM 22857, KCTC 19474, CCTCC AB 207179, JCM 16219, NBRC 107624, CIP 110123",1,"Kineococcus xinjiangensis",Kineococcus
3941,"Lpha5, 225","CCUG 57105, DSM 14548, JCM 11399, NBRC 100340",1,"Kineosphaera limosa",Kineosphaera
130279,403,"DSM 14549, JCM 11400",0,"Kineosphaera sp.",Kineosphaera
6321,A/10312,"DSM 43858, ATCC 29727, IFO 13890, IFO 14067, JCM 3230, KCC A-0230, NBRC 13890, NBRC 14067, NRRL B-16913, BCRC 13431, HUT 6563, IMSNU 21365, IMSNU 22002, KCTC 9189, KCTC 9364, NCIMB 11473, VKM Ac-702",1,"Kineosporia aurantiaca",Kineosporia
166084,,"JCM 9958",0,"Kineosporia aurantiaca",Kineosporia
128647,ST033320(HKI),,0,"Kineosporia aurantiaca",Kineosporia
166082,,"JCM 9955",0,"Kineosporia aurantiaca",Kineosporia
6327,VN05A0415,"DSM 45444, JCM 31032, NBCR 104154, VTCC A-0961, NBRC 104154",1,"Kineosporia babensis",Kineosporia
161870,,"JCM 16804, VTCC A-1732",0,"Kineosporia babensis",Kineosporia
168282,J2-2,"NBRC 114885, TBRC 13504",1,"Kineosporia corallincola",Kineosporia
6328,,"DSM 45271, CCTCC AA 208061, JCM 16902, YIM 65293",1,"Kineosporia mesophila",Kineosporia
6325,I-463,"DSM 44390, JCM 9961, CIP 105755, IFO 16234, NBRC 16234",1,"Kineosporia mikuniensis",Kineosporia
6322,I-132,"DSM 44387, JCM 9954, CIP 105752, IFO 16231, NBRC 16231",1,"Kineosporia rhamnosa",Kineosporia
137305,I-113,"CIP 105751, JCM 9953",0,"Kineosporia rhamnosa",Kineosporia
6324,I-449,"DSM 44389, JCM 9960, CIP 105754, IFO 16233, NBRC 16233",1,"Kineosporia rhizophila",Kineosporia
137302,I-468,"CIP 105756, JCM 9962",0,"Kineosporia rhizophila",Kineosporia
128648,"STI40621(IMET), IPV63x",,0,"Kineosporia rhizophila",Kineosporia
6326,06-3147,"DSM 45115",0,"Kineosporia sp.",Kineosporia
128649,"ST005178(HKI), INA872/54","IMET 40124",0,"Kineosporia sp.",Kineosporia
6323,I-273,"DSM 44388, JCM 9957, CIP 105753, IFO 16232, NBRC 16232",1,"Kineosporia succinea",Kineosporia
137304,I-092,"CIP 105750, JCM 9952",0,"Kineosporia succinea",Kineosporia
166083,,"JCM 9956",0,"Kineosporia succinea",Kineosporia
166085,,"JCM 9959",0,"Kineosporia succinea",Kineosporia
133070,KNHs209,"DSM 100556, ATCC TSD-26",1,"Kineothrix alysoides",Kineothrix
10462,A358/72,"DSM 10202, ATCC 33394, NCTC 10995, CIP 103473, CCUG 6516",1,"Kingella denitrificans",Kingella
143161,,"CCUG 17601",0,"Kingella denitrificans",Kingella
135809,"B 6992, A359/72)","CIP 80.22, NCTC 10996",0,"Kingella denitrificans",Kingella
135810,A140/74,"CIP 80.23, NCTC 10997",0,"Kingella denitrificans",Kingella
143240,,"CCUG 17990",0,"Kingella denitrificans",Kingella
143286,,"CCUG 18262",0,"Kingella denitrificans",Kingella
145822,,"CCUG 29699",0,"Kingella denitrificans",Kingella
142443,,"CCUG 12510",0,"Kingella denitrificans",Kingella
142496,,"CCUG 12687",0,"Kingella denitrificans",Kingella
142558,,"CCUG 12982",0,"Kingella denitrificans",Kingella
155148,,"CCUG 56605",0,"Kingella denitrificans",Kingella
155279,,"CCUG 57179",0,"Kingella denitrificans",Kingella
139180,363.84,"CIP 100869",0,"Kingella denitrificans",Kingella
142802,,"CCUG 14935",0,"Kingella denitrificans",Kingella
142804,,"CCUG 14999",0,"Kingella denitrificans",Kingella
142887,,"CCUG 15578",0,"Kingella denitrificans",Kingella
137978,344-86,"CIP 102352",0,"Kingella denitrificans",Kingella
137056,341-86,"CIP 102353",0,"Kingella denitrificans",Kingella
143067,,"CCUG 16771",0,"Kingella denitrificans",Kingella
145370,,"CCUG 28284",0,"Kingella denitrificans",Kingella
143068,,"CCUG 16772",0,"Kingella denitrificans",Kingella
145374,,"CCUG 28308",0,"Kingella denitrificans",Kingella
143069,,"CCUG 16773",0,"Kingella denitrificans",Kingella
10461,4177/66,"CCUG 352, NCTC 10529, DSM 7536, ATCC 23330, CIP 80.16, CCM 5679, JCM 1479",1,"Kingella kingae",Kingella
141474,,"CCUG 2136",0,"Kingella kingae",Kingella
143119,,"CCUG 17260",0,"Kingella kingae",Kingella
147047,,"CCUG 32736",0,"Kingella kingae",Kingella
154759,,"CCUG 55102",0,"Kingella kingae",Kingella
141475,,"CCUG 2137",0,"Kingella kingae",Kingella
143156,,"CCUG 17526",0,"Kingella kingae",Kingella
135807,,"CIP 80.18, ATCC 23332, NCTC 10746",0,"Kingella kingae",Kingella
145587,,"CCUG 28875",0,"Kingella kingae",Kingella
156042,,"CCUG 60176",0,"Kingella kingae",Kingella
145691,,"CCUG 29267",0,"Kingella kingae",Kingella
150318,,"CCUG 39627",0,"Kingella kingae",Kingella
141684,,"CCUG 4726 A",0,"Kingella kingae",Kingella
143234,,"CCUG 17922",0,"Kingella kingae",Kingella
144443,,"CCUG 24975",0,"Kingella kingae",Kingella
150450,,"CCUG 39964",0,"Kingella kingae",Kingella
144487,,"CCUG 25275",0,"Kingella kingae",Kingella
153556,,"CCUG 50167 A",0,"Kingella kingae",Kingella
100215,ST032442(HKI),,0,"Kingella kingae",Kingella
154996,,"CCUG 56011",0,"Kingella kingae",Kingella
100216,"ST027324(HKI), F156, Nü47",,0,"Kingella kingae",Kingella
141958,,"CCUG 8762 B",0,"Kingella kingae",Kingella
156270,,"CCUG 60968",0,"Kingella kingae",Kingella
143561,,"CCUG 20134",0,"Kingella kingae",Kingella
142606,,"CCUG 13271",0,"Kingella kingae",Kingella
156613,,"CCUG 63569",0,"Kingella kingae",Kingella
144694,,"CCUG 26280",0,"Kingella kingae",Kingella
151669,,"CCUG 44570",0,"Kingella kingae",Kingella
142736,,"CCUG 14290",0,"Kingella kingae",Kingella
149207,,"CCUG 37277",0,"Kingella kingae",Kingella
151756,,"CCUG 44801",0,"Kingella kingae",Kingella
142754,,"CCUG 14452",0,"Kingella kingae",Kingella
142794,,"CCUG 14853",0,"Kingella kingae",Kingella
151786,,"CCUG 44878",0,"Kingella kingae",Kingella
156770,,"CCUG 65027",0,"Kingella kingae",Kingella
146134,,"CCUG 30428",0,"Kingella kingae",Kingella
142874,,"CCUG 15480",0,"Kingella kingae",Kingella
156832,,"CCUG 65960",0,"Kingella kingae",Kingella
146266,,"CCUG 30752",0,"Kingella kingae",Kingella
137772,553.85,"CIP 101722",0,"Kingella kingae",Kingella
151993,,"CCUG 45468",0,"Kingella kingae",Kingella
156849,,"CCUG 66057",0,"Kingella kingae",Kingella
144912,,"CCUG 27051 C",0,"Kingella kingae",Kingella
145036,,"CCUG 27488",0,"Kingella kingae",Kingella
149598,,"CCUG 38034",0,"Kingella kingae",Kingella
138016,474-86,"CIP 102470",0,"Kingella kingae",Kingella
145048,,"CCUG 27520",0,"Kingella kingae",Kingella
142971,,"CCUG 15968",0,"Kingella kingae",Kingella
150820,,"CCUG 42447",0,"Kingella kingae",Kingella
145076,,"CCUG 27607",0,"Kingella kingae",Kingella
143625,,"CCUG 20639",0,"Kingella kingae",Kingella
149677,,"CCUG 38166",0,"Kingella kingae",Kingella
148070,,"CCUG 34766",0,"Kingella kingae",Kingella
141210,,"CCUG 200 B",0,"Kingella kingae",Kingella
150920,,"CCUG 42753",0,"Kingella kingae",Kingella
149972,,"CCUG 38773",0,"Kingella kingae",Kingella
153886,,"CCUG 51499",0,"Kingella kingae",Kingella
146794,,"CCUG 32129 B",0,"Kingella kingae",Kingella
142559,,"CCUG 12986",0,"Kingella kingae",Kingella
150050,,"CCUG 38916",0,"Kingella kingae",Kingella
156453,,"CCUG 61871",0,"Kingella kingae",Kingella
153108,,"CCUG 48511",0,"Kingella kingae",Kingella
136098,475-86,"CIP 102473",0,"Kingella kingae",Kingella
151032,,"CCUG 43105",0,"Kingella kingae",Kingella
142561,,"CCUG 13024",0,"Kingella kingae",Kingella
134807,,"CIP 68.12, ATCC 23331, NCTC 10745",0,"Kingella kingae",Kingella
155401,,"CCUG 57605",0,"Kingella kingae",Kingella
142562,,"CCUG 13025",0,"Kingella kingae",Kingella
134808,,"CIP 68.13",0,"Kingella kingae",Kingella
137598,"Clé, 375-79","CIP 79.42",0,"Kingella kingae",Kingella
142599,,"CCUG 13202",0,"Kingella kingae",Kingella
134831,449-79,"CIP 73.1",0,"Kingella kingae",Kingella
155499,,"CCUG 57898",0,"Kingella kingae",Kingella
142604,,"CCUG 13250",0,"Kingella kingae",Kingella
140547,,"CSUR P957, CCUG 69806, SCH Sch538",1,"Kingella negevensis",Kingella
10463,"UB 38(Dewhirst), UB-38","DSM 18271, ATCC 51147, CCM 4589, CCUG 30450, CIP 103803, FDC UB-38",1,"Kingella oralis",Kingella
10464,3/SID/1128,"DSM 18304, CCUG 49773, CIP 108935, NCTC 13336",1,"Kingella potus",Kingella
150709,,"CCUG 42026",0,"Kingella sp.",Kingella
151617,,"CCUG 44465",0,"Wielerella bovis",Wielerella
3031,KIN192,"DSM 25082, CCUG 53117, CECT 7319",1,"Roseateles asaccharophilus",Roseateles
160293,DAIF2,"DSM 112015",0,"Roseateles sp.",Roseateles
132503,L21-Fru-AB,"DSM 26986, JCM 19195",1,"Kiritimatiella glycovorans",Kiritimatiella
163687,,"JCM 30010, CCUG 65711",1,"Kistimonas alittae",Kistimonas
133556,,"KCCM 90076, JCM 15607, KMD 001, DSM 21796, NCIMB 14710",1,"Kistimonas asteriae",Kistimonas
133798,A36,"KACC 16204, JCM 17805",1,"Kistimonas scapharcae",Kistimonas
14880,S-66,"DSM 40033, ATCC 23869, CBS 608.68, IFO 12830, ISP 5033, JCM 4170, KCC S-0170, NBRC 12830, NRRL B-2218, RIA 1107, ISM 1083, BCRC 11617, CBS 280.60, CECT 3315, CGMCC 4.1469, IFM 1083, IMET 43081, IMSNU 21005, JCM 4613, KACC 20033, KCTC 9663, LMG 19305, NRRL ISP-5033, RIA 732, VKM Ac-1868",1,"Kitasatospora aburaviensis",Kitasatospora
127841,ST031490(HKI),,0,"Kitasatospora aburaviensis",Kitasatospora
127842,ST031491(HKI),,0,"Kitasatospora aburaviensis",Kitasatospora
127843,ST031492(HKI),,0,"Kitasatospora aburaviensis",Kitasatospora
127844,ST027566(HKI),,0,"Kitasatospora aburaviensis",Kitasatospora
164236,,"JCM 32302, KCTC 49011",1,"Kitasatospora acidiphila",Kitasatospora
14939,"304 R7","DSM 40570, ATCC 27414, CBS 766.72, IFO 13465, ISP 5570, JCM 4716, NBRC 13465, RIA 1426, BCRC 15179, CGMCC 4.1661, KCTC 9676, KCTC 9749, NRRL B-3604, NRRL ISP-5570, VKM Ac-704",1,"Kitasatospora albolonga",Kitasatospora
14860,2291-120,"DSM 44785, HKI 0189, NCIMB 13973, JCM 13002, BCRC 16815, IAM 15268, NBRC 101834",1,"Kitasatospora arboriphila",Kitasatospora
128541,ST033384(HKI),,0,"Kitasatospora arboriphila",Kitasatospora
14850,K55-G-32,"DSM 41649, AS 4.1582, ATCC 51343, IFO 14327, JCM 3337, NBRC 14327, NRRL B-24282, VKM Ac-2005, CGMCC 4.1248, CGMCC 4.1582, IAM 15281, NRRL B-16502",1,"Kitasatospora atroaurantiaca",Kitasatospora
15015,A-377,"DSM 40127, ATCC 10762, ATCC 23884, CBS 664.68, IFO 12594, IFO 12843, ISP 5127, JCM 4008, KACC 20180, NBRC 12594, NBRC 12843, NRRL 2209, RIA 1129, BCRC 11610, CBS 434.51, CCM 3239, CECT 3206, CGMCC 4.0568, CIP 57.11, HAMBI 1072, HAMBI 313, HUT 6048, HUT 6097, ICMP 499, IFM 1042, IFM 1218, IFM 1219, IFO 3712, IMET 43577, JCM 4624, LMG 5968, MTCC 325, NBIMCC 3424, NBRC 3712, NCAIM B.01479, NCIMB 8234, NRRL B-2183, NRRL B-2657, NRRL B-5404, NRRL ISP-5127, RIA 57, VKM Ac-771, VTT E-042475",1,"Kitasatospora aureofaciens",Kitasatospora
127424,"ST018861(HKI), BI 08676",,0,"Kitasatospora aureofaciens",Kitasatospora
127376,"STI07115(IMET), 87-70",,0,"Kitasatospora aureofaciens",Kitasatospora
127315,ST029371(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127518,"ST010291(HKI), BI 07306, BI 07038",,0,"Kitasatospora aureofaciens",Kitasatospora
127680,"ST011435(HKI), BI 07892",,0,"Kitasatospora aureofaciens",Kitasatospora
127550,"ST010463(HKI), BI 07187",,0,"Kitasatospora aureofaciens",Kitasatospora
127456,"ST017841(HKI), CIBAID40883, BI 11742, BI 09236",,0,"Kitasatospora aureofaciens",Kitasatospora
127217,"ST024913(HKI), 530/94",,0,"Kitasatospora aureofaciens",Kitasatospora
127347,"ST023239(HKI), BI 11869",,0,"Kitasatospora aureofaciens",Kitasatospora
127582,"STI07236(IMET), 783-7",,0,"Kitasatospora aureofaciens",Kitasatospora
15033,317,"DSM 41743",0,"Kitasatospora aureofaciens",Kitasatospora
127249,ST017076(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127488,"ST019399(HKI), BI 09124",,0,"Kitasatospora aureofaciens",Kitasatospora
127614,"ST021989(HKI), BI 11011",,0,"Kitasatospora aureofaciens",Kitasatospora
127521,"ST008075(HKI), BI 06170",,0,"Kitasatospora aureofaciens",Kitasatospora
127390,"ST018301(HKI), BI 08291",,0,"Kitasatospora aureofaciens",Kitasatospora
127553,"ST010515(HKI), BI 07239",,0,"Kitasatospora aureofaciens",Kitasatospora
127281,"ST017865(HKI), BI 11607",,0,"Kitasatospora aureofaciens",Kitasatospora
127220,ST031050(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127646,STI07586(IMET),,0,"Kitasatospora aureofaciens",Kitasatospora
127585,ST031117(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127422,"ST018981(HKI), BI 08689",,0,"Kitasatospora aureofaciens",Kitasatospora
127252,ST017102(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127313,ST028632(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127617,ST030274(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127678,"ST024863(HKI), 531/97",,0,"Kitasatospora aureofaciens",Kitasatospora
127393,ST030863(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127454,"ST019618(HKI), BI 09294",,0,"Kitasatospora aureofaciens",Kitasatospora
127284,"ST017869(HKI), CIBAID40904, BI 09217",,0,"Kitasatospora aureofaciens",Kitasatospora
127345,"ST023203(HKI), BI 11833",,0,"Kitasatospora aureofaciens",Kitasatospora
127649,"STI07660(IMET), M1444/82",,0,"Kitasatospora aureofaciens",Kitasatospora
15031,"CM 62","DSM 41142, IMRU 3721",0,"Kitasatospora aureofaciens",Kitasatospora
127425,"ST018991(HKI), BI 08699",,0,"Kitasatospora aureofaciens",Kitasatospora
127486,"ST019304(HKI), BI 09000",,0,"Kitasatospora aureofaciens",Kitasatospora
127316,ST029372(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127519,"ST010292(HKI), BI 07039, BI 07307",,0,"Kitasatospora aureofaciens",Kitasatospora
127681,ST032349(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127551,"ST010483(HKI), BI 07207",,0,"Kitasatospora aureofaciens",Kitasatospora
127218,ST031031(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127583,"STI07572(IMET), GdfN933","Tsukamura 7776",0,"Kitasatospora aureofaciens",Kitasatospora
127676,"ST022397(HKI), BI 11362",,0,"Kitasatospora aureofaciens",Kitasatospora
127250,ST017090(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127452,ST031176(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127615,"ST022480(HKI), BI 11382",,0,"Kitasatospora aureofaciens",Kitasatospora
127343,"ST022252(HKI), BI 11281",,0,"Kitasatospora aureofaciens",Kitasatospora
127391,"ST018593(HKI), BI 08434",,0,"Kitasatospora aureofaciens",Kitasatospora
15029,A-377-U290-12,"DSM 41139, ATCC 10762d, IMRU 3714",0,"Kitasatospora aureofaciens",Kitasatospora
127282,ST017867(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127484,"ST019151(HKI), BI 08777",,0,"Kitasatospora aureofaciens",Kitasatospora
127647,"STI07655(IMET), F1170/82",,0,"Kitasatospora aureofaciens",Kitasatospora
127375,STI07012(IMET),,0,"Kitasatospora aureofaciens",Kitasatospora
127423,"ST018842(HKI), BI 08630",,0,"Kitasatospora aureofaciens",Kitasatospora
127517,"ST010211(HKI), BI 07304",,0,"Kitasatospora aureofaciens",Kitasatospora
127314,ST029369(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127549,"ST010439(HKI), BI 07163",,0,"Kitasatospora aureofaciens",Kitasatospora
127679,"ST024864(HKI), 531/48",,0,"Kitasatospora aureofaciens",Kitasatospora
127216,"ST024898(HKI), 530/21",,0,"Kitasatospora aureofaciens",Kitasatospora
127455,"ST017871(HKI), CIBAID40802, BI 09219",,0,"Kitasatospora aureofaciens",Kitasatospora
127581,"STI07235(IMET), 775-26",,0,"Kitasatospora aureofaciens",Kitasatospora
127346,"ST023210(HKI), BI 11840",,0,"Kitasatospora aureofaciens",Kitasatospora
127248,ST017075(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
15032,"CM 73","DSM 41143, IMRU 3722",0,"Kitasatospora aureofaciens",Kitasatospora
127613,"ST020502(HKI), BI 09994",,0,"Kitasatospora aureofaciens",Kitasatospora
127487,"ST019357(HKI), BI 09076",,0,"Kitasatospora aureofaciens",Kitasatospora
127389,ST030702(HKI),,0,"Kitasatospora aureofaciens",Kitasatospora
127520,"ST008074(HKI), BI 06169",,0,"Kitasatospora aureofaciens",Kitasatospora
127280,"ST017843(HKI), CIBAID40884, BI 09237",,0,"Kitasatospora aureofaciens",Kitasatospora
127552,"ST010507(HKI), BI 07231",,0,"Kitasatospora aureofaciens",Kitasatospora
127645,"STI07576(IMET), GdfN938","Tsukamura 9138",0,"Kitasatospora aureofaciens",Kitasatospora
