ID,designation_header,strain_number_header,is_type_strain_header,species,genus
170795,"Zobellia Strains: 1, LLG6346-3.1","RCC 7657, LMG 32918",1,"Zobellia alginiliquefaciens",Zobellia
134089,,"LMG 22069, CCUG 47080, KMM 3526, CIP 108562",1,"Zobellia amurskyensis",Zobellia
168440,36-­CHABK-­3-33,"KMM 6746, KACC 21790",1,"Zobellia barbeyronii",Zobellia
5665,Dsij,"DSM 12802, CIP 106680, CCUG 47099, KCTC 12921",1,"Zobellia galactanivorans",Zobellia
134090,,"KMM 3676, CIP 108563, LMG 22070, CCUG 47083",1,"Zobellia laminariae",Zobellia
166956,,"CIP 111904, KMM 6825, RCC6908",1,"Zobellia nedashkovskayae",Zobellia
166920,,"KMM 6823, CIP 111902, RCC6906",1,"Zobellia roscoffensis",Zobellia
134091,,"LMG 22071, CCUG 47084, KMM 3677, CIP 108564, KMM 3677T",1,"Zobellia russellii",Zobellia
169728,MAR_2009_138,"DSM 29510",0,"Zobellia sp.",Zobellia
5664,"553 (843)","DSM 2061, ATCC 14397, IAM 14312, IFO 14962, NBRC 14962, NCMB 1863, JCM 21152, ACAM 538, CCUG 33448, CECT 4277, CIP 104808, LMG 3809, NCIMB 1863",1,"Zobellia uliginosa",Zobellia
169871,"NSJ 54","KCTC 25132, CGMCC 1.32830",1,"Zongyangia hominis",Zongyangia
167074,CY05,"KCTC 62200, MCCC 1K04409",1,"Zongyanglinia huanghaiensis",Zongyanglinia
13924,EMB43,"DSM 19389, KCTC 22084",1,"Zoogloea caeni",Zoogloea
23245,EMB61,"DSM 19390",0,"Zoogloea caeni",Zoogloea
167283,G-4-1-14,"NBRC 114358, KACC 21618",1,"Zoogloea dura",Zoogloea
130656,Buc,"DSM 28387, NCAIM B 02570",1,"Zoogloea oleivorans",Zoogloea
134147,A-7,"IAM 15218, CCTCC AB 2052005, JCM 21672, NBRC 102407",1,"Zoogloea oryzae",Zoogloea
134936,,"CIP 107119, NCIMB 10706, ATCC 19544, IAM 12136, CCUG 35504",1,"Zoogloea ramigera",Zoogloea
13923,DhA-35,"DSM 17566, ATCC 700687, CIP 106709, JCM 21744, DSM 16780, IAM 15294, KCTC 12438",1,"Zoogloea resiniphila",Zoogloea
132049,DhA-35,"DSM 16780, ATCC 700687, CIP 106709, JCM 21744, KCTC 12438",1,"Zoogloea resiniphila",Zoogloea
13922,PIV3A2w,"DSM 14766",0,"Zoogloea resiniphila",Zoogloea
132085,"594-05-1, ID 97-236, ID 02-1313","DSM 28494, CN 20",0,"Zoogloea sp.",Zoogloea
5853,JC2044,"DSM 15267, KCTC 12044, IMSNU 14003, CIP 108300",1,"Zooshikella ganghwensis",Zooshikella
5854,JC2045,"DSM 15268, KCTC 12045",0,"Zooshikella ganghwensis",Zooshikella
170066,WH53,"NCCB 100808, DSM 111628",1,"Zooshikella harenae",Zooshikella
170065,"JC 333","KCTC 42659, LMG 28823",0,"Zooshikella ganghwensis",Zooshikella
168138,IPMB12,"KCTC 82347, LMG 32079, BCRC 80908, KACC 22323",1,"Zophobihabitans entericus",Zophobihabitans
166095,22II14-10F7,"UCCCB103, CGMCC 1.12470, LMG 27421, MCCC 1A06481",1,"Zunongwangia atlantica",Zunongwangia
140678,CPA58,"CECT 9128, LMG 29517, UCCCB46",1,"Zunongwangia endophytica",Zunongwangia
164232,,"JCM 32262, KCTC 62279",1,"Zunongwangia flava",Zunongwangia
24050,P2E16,"DSM 24499, KCTC 23496, LMG 26237, UCCCB40",1,"Zunongwangia mangrovi",Zunongwangia
170801,C2-37M9,"KCTC 82852, MCCC M21534",1,"Zunongwangia pacifica",Zunongwangia
5731,SM-A87,"DSM 18752, CCTCC AB 206139, UCCCB18",1,"Zunongwangia profunda",Zunongwangia
169998,LF4-65,"CCUG 56422, DSM 107630",1,"Zwartia hollandica",Zwartia
6008,"T 109","DSM 10491, ATCC 51623, IAM 14233, JCM 21091, NBRC 102412",1,"Zymobacter palmae",Zymobacter
163085,,"JCM 21092, IAM 14234",0,"Zymobacter palmae",Zymobacter
163086,,"JCM 21093, IAM 14235",0,"Zymobacter palmae",Zymobacter
163087,,"JCM 21094, IAM 14236",0,"Zymobacter palmae",Zymobacter
14289,"pZM01 to pZM06","DSM 424, ATCC 10988, NCIB 8938, NRRL B-806, IMG 1655, JCM 20722, CIP 102538, IAM 12663, ICPB 2463, NCIMB 8938, LMG 404",1,"Zymomonas mobilis",Zymomonas
14288,,"DSM 473, ATCC 29501, NCIB 8227, CIP 102539, NCIMB 8227",0,"Zymomonas mobilis",Zymomonas
100099,STI09675(IMET),"IFO 14523, INA 2240, IMET 9675",0,"Saccharothrix syringae",Saccharothrix
131031,,"DSM 14017, PROIMI A1",0,"Zymomonas mobilis",Zymomonas
132834,"UVS 51","DSM 12494",0,"Zymomonas mobilis",Zymomonas
132835,"CU 1","DSM 12495",0,"Zymomonas mobilis",Zymomonas
132836,,"DSM 12496, CCUG 17860, CIP 102538, JCM 20722, LMG 404, NCAIM B.01327, ATCC 10988, NRRL B-806",0,"Zymomonas mobilis",Zymomonas
132837,"CU 1 Rif 2","DSM 12497",0,"Zymomonas mobilis",Zymomonas
14290,AN0101,"DSM 18599, CIP 108684, LMG 22974",1,"Zymomonas mobilis subsp. francensis",Zymomonas
14292,,"DSM 22645, ATCC 29192, LMG 448, NCIMB 11200, CCUG 17912, Barker I, JCM 10191, CCM 2771, CECT 814, IFO 13757, LMG 449, LMG 453, LMG 464, LMG 465, LMG 466, NBRC 13757, NRRL B-4491",1,"Zymomonas mobilis subsp. pomaceae",Zymomonas
14291,"Z 6","DSM 3580, ATCC 29191, IFO 13756, NBRC 13756, NCIB 11199, JCM 10190, CCM 2770, CECT 560, LMG 445, LMG 452, LMG 454, LMG 467, NCIMB 11199, NRRL B-4490",0,"Zymomonas mobilis subsp. pomaceae",Zymomonas
137212,,"CIP 102537, NCIMB 8777",0,"Zymomonas mobilis subsp. pomaceae",Zymomonas
